2020-05-04 09:40:25,799 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT001
2020-05-04 09:40:25,899 charges_calc.py:82  WARNING Value Error on record RNT143, value {'product_code': 'PRD38', 'units_rented': 8, 'price_per_day': 39, 'rental_start': '11/20/18', 'rental_end': '1/3/16', 'total_days': -1052, 'total_price': -41028} square of the total price
2020-05-04 09:40:25,900 charges_calc.py:73  WARNING Invalid end date of 2016-07-15 00:00:00 found in record RNT145
2020-05-04 09:40:25,900 charges_calc.py:82  WARNING Value Error on record RNT145, value {'product_code': 'PRD31', 'units_rented': 7, 'price_per_day': 31, 'rental_start': '7/28/18', 'rental_end': '7/15/16', 'total_days': -743, 'total_price': -23033} square of the total price
2020-05-04 09:40:25,901 charges_calc.py:73  WARNING Invalid end date of 2018-09-17 00:00:00 found in record RNT148
2020-05-04 09:40:25,901 charges_calc.py:82  WARNING Value Error on record RNT148, value {'product_code': 'PRD33', 'units_rented': 6, 'price_per_day': 13, 'rental_start': '10/20/18', 'rental_end': '9/17/18', 'total_days': -33, 'total_price': -429} square of the total price
2020-05-04 09:40:25,902 charges_calc.py:73  WARNING Invalid end date of 2016-11-03 00:00:00 found in record RNT149
2020-05-04 09:40:25,902 charges_calc.py:82  WARNING Value Error on record RNT149, value {'product_code': 'PRD34', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '9/29/18', 'rental_end': '11/3/16', 'total_days': -695, 'total_price': -13900} square of the total price
2020-05-04 09:40:25,903 charges_calc.py:73  WARNING Invalid end date of 2016-08-16 00:00:00 found in record RNT151
2020-05-04 09:40:25,903 charges_calc.py:82  WARNING Value Error on record RNT151, value {'product_code': 'PRD93', 'units_rented': 7, 'price_per_day': 25, 'rental_start': '8/11/18', 'rental_end': '8/16/16', 'total_days': -725, 'total_price': -18125} square of the total price
2020-05-04 09:40:25,904 charges_calc.py:73  WARNING Invalid end date of 2016-03-30 00:00:00 found in record RNT154
2020-05-04 09:40:25,905 charges_calc.py:82  WARNING Value Error on record RNT154, value {'product_code': 'PRD35', 'units_rented': 3, 'price_per_day': 16, 'rental_start': '5/24/17', 'rental_end': '3/30/16', 'total_days': -420, 'total_price': -6720} square of the total price
2020-05-04 09:40:25,905 charges_calc.py:73  WARNING Invalid end date of 2017-07-19 00:00:00 found in record RNT155
2020-05-04 09:40:25,906 charges_calc.py:82  WARNING Value Error on record RNT155, value {'product_code': 'PRD30', 'units_rented': 9, 'price_per_day': 22, 'rental_start': '1/7/18', 'rental_end': '7/19/17', 'total_days': -172, 'total_price': -3784} square of the total price
2020-05-04 09:40:25,908 charges_calc.py:73  WARNING Invalid end date of 2017-05-19 00:00:00 found in record RNT157
2020-05-04 09:40:25,908 charges_calc.py:82  WARNING Value Error on record RNT157, value {'product_code': 'PRD72', 'units_rented': 7, 'price_per_day': 32, 'rental_start': '12/23/18', 'rental_end': '5/19/17', 'total_days': -583, 'total_price': -18656} square of the total price
2020-05-04 09:40:25,909 charges_calc.py:73  WARNING Invalid end date of 2016-03-06 00:00:00 found in record RNT158
2020-05-04 09:40:25,909 charges_calc.py:82  WARNING Value Error on record RNT158, value {'product_code': 'PRD3', 'units_rented': 4, 'price_per_day': 12, 'rental_start': '7/10/18', 'rental_end': '3/6/16', 'total_days': -856, 'total_price': -10272} square of the total price
2020-05-04 09:40:25,910 charges_calc.py:73  WARNING Invalid end date of 2018-03-14 00:00:00 found in record RNT160
2020-05-04 09:40:25,910 charges_calc.py:82  WARNING Value Error on record RNT160, value {'product_code': 'PRD61', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '5/18/18', 'rental_end': '3/14/18', 'total_days': -65, 'total_price': -780} square of the total price
2020-05-04 09:40:25,911 charges_calc.py:73  WARNING Invalid end date of 2016-09-10 00:00:00 found in record RNT163
2020-05-04 09:40:25,911 charges_calc.py:82  WARNING Value Error on record RNT163, value {'product_code': 'PRD43', 'units_rented': 8, 'price_per_day': 24, 'rental_start': '12/16/16', 'rental_end': '9/10/16', 'total_days': -97, 'total_price': -2328} square of the total price
2020-05-04 09:40:25,912 charges_calc.py:73  WARNING Invalid end date of 2017-08-07 00:00:00 found in record RNT164
2020-05-04 09:40:25,912 charges_calc.py:82  WARNING Value Error on record RNT164, value {'product_code': 'PRD71', 'units_rented': 4, 'price_per_day': 21, 'rental_start': '4/24/18', 'rental_end': '8/7/17', 'total_days': -260, 'total_price': -5460} square of the total price
2020-05-04 09:40:25,913 charges_calc.py:73  WARNING Invalid end date of 2016-02-15 00:00:00 found in record RNT166
2020-05-04 09:40:25,913 charges_calc.py:82  WARNING Value Error on record RNT166, value {'product_code': 'PRD60', 'units_rented': 3, 'price_per_day': 37, 'rental_start': '4/14/18', 'rental_end': '2/15/16', 'total_days': -789, 'total_price': -29193} square of the total price
2020-05-04 09:40:25,914 charges_calc.py:73  WARNING Invalid end date of 2016-12-11 00:00:00 found in record RNT167
2020-05-04 09:40:25,914 charges_calc.py:82  WARNING Value Error on record RNT167, value {'product_code': 'PRD34', 'units_rented': 4, 'price_per_day': 27, 'rental_start': '2/3/17', 'rental_end': '12/11/16', 'total_days': -54, 'total_price': -1458} square of the total price
2020-05-04 09:40:25,915 charges_calc.py:73  WARNING Invalid end date of 2016-05-25 00:00:00 found in record RNT168
2020-05-04 09:40:25,915 charges_calc.py:82  WARNING Value Error on record RNT168, value {'product_code': 'PRD44', 'units_rented': 4, 'price_per_day': 39, 'rental_start': '10/15/16', 'rental_end': '5/25/16', 'total_days': -143, 'total_price': -5577} square of the total price
2020-05-04 09:40:25,916 charges_calc.py:73  WARNING Invalid end date of 2016-09-25 00:00:00 found in record RNT169
2020-05-04 09:40:25,916 charges_calc.py:82  WARNING Value Error on record RNT169, value {'product_code': 'PRD0', 'units_rented': 4, 'price_per_day': 28, 'rental_start': '3/18/18', 'rental_end': '9/25/16', 'total_days': -539, 'total_price': -15092} square of the total price
2020-05-04 09:40:25,918 charges_calc.py:73  WARNING Invalid end date of 2017-01-11 00:00:00 found in record RNT170
2020-05-04 09:40:25,919 charges_calc.py:82  WARNING Value Error on record RNT170, value {'product_code': 'PRD54', 'units_rented': 9, 'price_per_day': 15, 'rental_start': '9/16/18', 'rental_end': '1/11/17', 'total_days': -613, 'total_price': -9195} square of the total price
2020-05-04 09:40:25,920 charges_calc.py:73  WARNING Invalid end date of 2018-03-15 00:00:00 found in record RNT175
2020-05-04 09:40:25,921 charges_calc.py:82  WARNING Value Error on record RNT175, value {'product_code': 'PRD48', 'units_rented': 9, 'price_per_day': 39, 'rental_start': '5/16/18', 'rental_end': '3/15/18', 'total_days': -62, 'total_price': -2418} square of the total price
2020-05-04 09:40:25,921 charges_calc.py:73  WARNING Invalid end date of 2018-04-07 00:00:00 found in record RNT178
2020-05-04 09:40:25,922 charges_calc.py:82  WARNING Value Error on record RNT178, value {'product_code': 'PRD35', 'units_rented': 5, 'price_per_day': 40, 'rental_start': '8/1/18', 'rental_end': '4/7/18', 'total_days': -116, 'total_price': -4640} square of the total price
2020-05-04 09:40:25,922 charges_calc.py:73  WARNING Invalid end date of 2018-08-14 00:00:00 found in record RNT179
2020-05-04 09:40:25,923 charges_calc.py:82  WARNING Value Error on record RNT179, value {'product_code': 'PRD16', 'units_rented': 8, 'price_per_day': 6, 'rental_start': '8/24/18', 'rental_end': '8/14/18', 'total_days': -10, 'total_price': -60} square of the total price
2020-05-04 09:40:25,923 charges_calc.py:73  WARNING Invalid end date of 2016-09-08 00:00:00 found in record RNT180
2020-05-04 09:40:25,924 charges_calc.py:82  WARNING Value Error on record RNT180, value {'product_code': 'PRD12', 'units_rented': 3, 'price_per_day': 27, 'rental_start': '12/29/18', 'rental_end': '9/8/16', 'total_days': -842, 'total_price': -22734} square of the total price
2020-05-04 09:40:25,924 charges_calc.py:73  WARNING Invalid end date of 2018-04-08 00:00:00 found in record RNT183
2020-05-04 09:40:25,925 charges_calc.py:82  WARNING Value Error on record RNT183, value {'product_code': 'PRD10', 'units_rented': 5, 'price_per_day': 24, 'rental_start': '5/31/18', 'rental_end': '4/8/18', 'total_days': -53, 'total_price': -1272} square of the total price
2020-05-04 09:40:25,925 charges_calc.py:73  WARNING Invalid end date of 2016-09-28 00:00:00 found in record RNT184
2020-05-04 09:40:25,925 charges_calc.py:82  WARNING Value Error on record RNT184, value {'product_code': 'PRD66', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '3/12/18', 'rental_end': '9/28/16', 'total_days': -530, 'total_price': -2650} square of the total price
2020-05-04 09:40:25,926 charges_calc.py:73  WARNING Invalid end date of 2016-01-11 00:00:00 found in record RNT187
2020-05-04 09:40:25,926 charges_calc.py:82  WARNING Value Error on record RNT187, value {'product_code': 'PRD12', 'units_rented': 10, 'price_per_day': 10, 'rental_start': '10/5/17', 'rental_end': '1/11/16', 'total_days': -633, 'total_price': -6330} square of the total price
2020-05-04 09:40:25,927 charges_calc.py:73  WARNING Invalid end date of 2016-08-17 00:00:00 found in record RNT189
2020-05-04 09:40:25,928 charges_calc.py:82  WARNING Value Error on record RNT189, value {'product_code': 'PRD54', 'units_rented': 8, 'price_per_day': 18, 'rental_start': '11/20/16', 'rental_end': '8/17/16', 'total_days': -95, 'total_price': -1710} square of the total price
2020-05-04 09:40:25,929 charges_calc.py:73  WARNING Invalid end date of 2017-04-30 00:00:00 found in record RNT192
2020-05-04 09:40:25,930 charges_calc.py:82  WARNING Value Error on record RNT192, value {'product_code': 'PRD59', 'units_rented': 10, 'price_per_day': 31, 'rental_start': '5/10/17', 'rental_end': '4/30/17', 'total_days': -10, 'total_price': -310} square of the total price
2020-05-04 09:40:25,930 charges_calc.py:73  WARNING Invalid end date of 2016-01-06 00:00:00 found in record RNT195
2020-05-04 09:40:25,931 charges_calc.py:82  WARNING Value Error on record RNT195, value {'product_code': 'PRD93', 'units_rented': 2, 'price_per_day': 17, 'rental_start': '5/4/18', 'rental_end': '1/6/16', 'total_days': -849, 'total_price': -14433} square of the total price
2020-05-04 09:40:25,931 charges_calc.py:73  WARNING Invalid end date of 2016-05-04 00:00:00 found in record RNT196
2020-05-04 09:40:25,932 charges_calc.py:82  WARNING Value Error on record RNT196, value {'product_code': 'PRD92', 'units_rented': 8, 'price_per_day': 19, 'rental_start': '10/28/18', 'rental_end': '5/4/16', 'total_days': -907, 'total_price': -17233} square of the total price
2020-05-04 09:40:25,932 charges_calc.py:73  WARNING Invalid end date of 2017-11-14 00:00:00 found in record RNT197
2020-05-04 09:40:25,933 charges_calc.py:82  WARNING Value Error on record RNT197, value {'product_code': 'PRD69', 'units_rented': 4, 'price_per_day': 33, 'rental_start': '3/2/18', 'rental_end': '11/14/17', 'total_days': -108, 'total_price': -3564} square of the total price
2020-05-04 09:40:25,933 charges_calc.py:73  WARNING Invalid end date of 2016-09-17 00:00:00 found in record RNT201
2020-05-04 09:40:25,934 charges_calc.py:82  WARNING Value Error on record RNT201, value {'product_code': 'PRD14', 'units_rented': 1, 'price_per_day': 17, 'rental_start': '10/12/17', 'rental_end': '9/17/16', 'total_days': -390, 'total_price': -6630} square of the total price
2020-05-04 09:40:25,934 charges_calc.py:73  WARNING Invalid end date of 2016-02-07 00:00:00 found in record RNT202
2020-05-04 09:40:25,935 charges_calc.py:82  WARNING Value Error on record RNT202, value {'product_code': 'PRD93', 'units_rented': 2, 'price_per_day': 34, 'rental_start': '11/4/18', 'rental_end': '2/7/16', 'total_days': -1001, 'total_price': -34034} square of the total price
2020-05-04 09:40:25,935 charges_calc.py:73  WARNING Invalid end date of 2016-06-03 00:00:00 found in record RNT207
2020-05-04 09:40:25,936 charges_calc.py:82  WARNING Value Error on record RNT207, value {'product_code': 'PRD21', 'units_rented': 7, 'price_per_day': 21, 'rental_start': '3/15/18', 'rental_end': '6/3/16', 'total_days': -650, 'total_price': -13650} square of the total price
2020-05-04 09:40:25,936 charges_calc.py:73  WARNING Invalid end date of 2016-02-18 00:00:00 found in record RNT208
2020-05-04 09:40:25,936 charges_calc.py:82  WARNING Value Error on record RNT208, value {'product_code': 'PRD86', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '2/24/16', 'rental_end': '2/18/16', 'total_days': -6, 'total_price': -96} square of the total price
2020-05-04 09:40:25,938 charges_calc.py:73  WARNING Invalid end date of 2017-01-02 00:00:00 found in record RNT210
2020-05-04 09:40:25,939 charges_calc.py:82  WARNING Value Error on record RNT210, value {'product_code': 'PRD2', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '7/5/17', 'rental_end': '1/2/17', 'total_days': -184, 'total_price': -1104} square of the total price
2020-05-04 09:40:25,940 charges_calc.py:73  WARNING Invalid end date of 2016-06-29 00:00:00 found in record RNT214
2020-05-04 09:40:25,940 charges_calc.py:82  WARNING Value Error on record RNT214, value {'product_code': 'PRD6', 'units_rented': 6, 'price_per_day': 26, 'rental_start': '12/4/16', 'rental_end': '6/29/16', 'total_days': -158, 'total_price': -4108} square of the total price
2020-05-04 09:40:25,941 charges_calc.py:73  WARNING Invalid end date of 2016-02-10 00:00:00 found in record RNT216
2020-05-04 09:40:25,941 charges_calc.py:82  WARNING Value Error on record RNT216, value {'product_code': 'PRD6', 'units_rented': 2, 'price_per_day': 16, 'rental_start': '4/20/16', 'rental_end': '2/10/16', 'total_days': -70, 'total_price': -1120} square of the total price
2020-05-04 09:40:25,941 charges_calc.py:73  WARNING Invalid end date of 2016-08-04 00:00:00 found in record RNT217
2020-05-04 09:40:25,942 charges_calc.py:82  WARNING Value Error on record RNT217, value {'product_code': 'PRD11', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '8/18/18', 'rental_end': '8/4/16', 'total_days': -744, 'total_price': -3720} square of the total price
2020-05-04 09:40:25,942 charges_calc.py:73  WARNING Invalid end date of 2016-12-23 00:00:00 found in record RNT218
2020-05-04 09:40:25,943 charges_calc.py:82  WARNING Value Error on record RNT218, value {'product_code': 'PRD20', 'units_rented': 8, 'price_per_day': 40, 'rental_start': '12/11/17', 'rental_end': '12/23/16', 'total_days': -353, 'total_price': -14120} square of the total price
2020-05-04 09:40:25,943 charges_calc.py:73  WARNING Invalid end date of 2016-07-28 00:00:00 found in record RNT221
2020-05-04 09:40:25,943 charges_calc.py:82  WARNING Value Error on record RNT221, value {'product_code': 'PRD12', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '10/26/18', 'rental_end': '7/28/16', 'total_days': -820, 'total_price': -32800} square of the total price
2020-05-04 09:40:25,944 charges_calc.py:73  WARNING Invalid end date of 2016-04-28 00:00:00 found in record RNT223
2020-05-04 09:40:25,944 charges_calc.py:82  WARNING Value Error on record RNT223, value {'product_code': 'PRD51', 'units_rented': 7, 'price_per_day': 27, 'rental_start': '2/3/18', 'rental_end': '4/28/16', 'total_days': -646, 'total_price': -17442} square of the total price
2020-05-04 09:40:25,945 charges_calc.py:73  WARNING Invalid end date of 2016-10-07 00:00:00 found in record RNT224
2020-05-04 09:40:25,945 charges_calc.py:82  WARNING Value Error on record RNT224, value {'product_code': 'PRD10', 'units_rented': 10, 'price_per_day': 34, 'rental_start': '11/5/17', 'rental_end': '10/7/16', 'total_days': -394, 'total_price': -13396} square of the total price
2020-05-04 09:40:25,946 charges_calc.py:73  WARNING Invalid end date of 2016-12-24 00:00:00 found in record RNT225
2020-05-04 09:40:25,946 charges_calc.py:82  WARNING Value Error on record RNT225, value {'product_code': 'PRD51', 'units_rented': 7, 'price_per_day': 25, 'rental_start': '5/15/17', 'rental_end': '12/24/16', 'total_days': -142, 'total_price': -3550} square of the total price
