product_id,description,product_type,quantity_available,daily_rate
PID0658,P_Description0658,Kitchen,14,3
PID0659,P_Description0659,Living Room,12,5
PID0660,P_Description0660,Bedroom,28,1
PID0661,P_Description0661,Bedroom,5,5
PID0662,P_Description0662,Office,33,4
PID0663,P_Description0663,Dining Room,23,2
PID0664,P_Description0664,Bedroom,1,5
PID0665,P_Description0665,Living Room,13,5
PID0666,P_Description0666,Dining Room,29,1
PID0667,P_Description0667,Kitchen,40,1
PID0668,P_Description0668,Living Room,20,2
PID0669,P_Description0669,Kitchen,37,5
PID0670,P_Description0670,Living Room,14,2
PID0671,P_Description0671,Living Room,6,4
PID0672,P_Description0672,Dining Room,15,4
PID0673,P_Description0673,Living Room,9,5
PID0674,P_Description0674,Kitchen,19,1
PID0675,P_Description0675,Office,23,4
PID0676,P_Description0676,Living Room,35,4
PID0677,P_Description0677,Office,23,5
PID0678,P_Description0678,Kitchen,32,2
PID0679,P_Description0679,Dining Room,13,3
PID0680,P_Description0680,Bedroom,12,4
PID0681,P_Description0681,Office,11,4
PID0682,P_Description0682,Office,5,2
PID0683,P_Description0683,Dining Room,20,5
PID0684,P_Description0684,Bedroom,34,5
PID0685,P_Description0685,Office,35,3
PID0686,P_Description0686,Living Room,22,4
PID0687,P_Description0687,Bedroom,40,2
PID0688,P_Description0688,Office,39,3
PID0689,P_Description0689,Bedroom,23,5
PID0690,P_Description0690,Living Room,6,4
PID0691,P_Description0691,Dining Room,10,5
PID0692,P_Description0692,Living Room,20,2
PID0693,P_Description0693,Bedroom,27,5
PID0694,P_Description0694,Office,18,3
PID0695,P_Description0695,Living Room,0,1
PID0696,P_Description0696,Dining Room,1,5
PID0697,P_Description0697,Bedroom,34,2
PID0698,P_Description0698,Office,19,4
PID0699,P_Description0699,Living Room,8,5
PID0700,P_Description0700,Living Room,23,1
PID0701,P_Description0701,Bedroom,19,3
PID0702,P_Description0702,Office,12,2
PID0703,P_Description0703,Kitchen,23,2
PID0704,P_Description0704,Office,22,2
PID0705,P_Description0705,Living Room,17,4
PID0706,P_Description0706,Dining Room,40,5
PID0707,P_Description0707,Living Room,11,4
PID0708,P_Description0708,Living Room,8,1
PID0709,P_Description0709,Bedroom,4,3
PID0710,P_Description0710,Living Room,32,1
PID0711,P_Description0711,Office,18,5
PID0712,P_Description0712,Living Room,36,3
PID0713,P_Description0713,Bedroom,26,1
PID0714,P_Description0714,Bedroom,23,1
PID0715,P_Description0715,Office,35,1
PID0716,P_Description0716,Living Room,33,3
PID0717,P_Description0717,Dining Room,19,4
PID0718,P_Description0718,Dining Room,13,3
PID0719,P_Description0719,Living Room,6,2
PID0720,P_Description0720,Kitchen,21,3
PID0721,P_Description0721,Kitchen,28,2
PID0722,P_Description0722,Dining Room,40,5
PID0723,P_Description0723,Kitchen,0,3
PID0724,P_Description0724,Kitchen,12,1
PID0725,P_Description0725,Kitchen,5,2
PID0726,P_Description0726,Dining Room,40,2
PID0727,P_Description0727,Living Room,4,2
PID0728,P_Description0728,Office,39,1
PID0729,P_Description0729,Living Room,21,1
PID0730,P_Description0730,Kitchen,20,5
PID0731,P_Description0731,Living Room,31,3
PID0732,P_Description0732,Living Room,34,2
PID0733,P_Description0733,Office,3,3
PID0734,P_Description0734,Bedroom,33,3
PID0735,P_Description0735,Kitchen,2,3
PID0736,P_Description0736,Kitchen,28,2
PID0737,P_Description0737,Bedroom,4,4
PID0738,P_Description0738,Dining Room,22,5
PID0739,P_Description0739,Dining Room,28,5
PID0740,P_Description0740,Office,32,5
PID0741,P_Description0741,Bedroom,24,2
PID0742,P_Description0742,Bedroom,29,5
PID0743,P_Description0743,Kitchen,31,3
PID0744,P_Description0744,Living Room,39,2
PID0745,P_Description0745,Kitchen,15,3
PID0746,P_Description0746,Kitchen,4,4
PID0747,P_Description0747,Dining Room,16,4
PID0748,P_Description0748,Office,11,5
PID0749,P_Description0749,Bedroom,26,5
PID0750,P_Description0750,Bedroom,34,2
PID0751,P_Description0751,Kitchen,16,3
PID0752,P_Description0752,Bedroom,7,5
PID0753,P_Description0753,Office,32,3
PID0754,P_Description0754,Living Room,7,4
PID0755,P_Description0755,Office,6,4
PID0756,P_Description0756,Dining Room,15,2
PID0757,P_Description0757,Office,27,1
PID0758,P_Description0758,Dining Room,2,4
PID0759,P_Description0759,Office,17,4
PID0760,P_Description0760,Bedroom,22,2
PID0761,P_Description0761,Dining Room,34,2
PID0762,P_Description0762,Office,19,1
PID0763,P_Description0763,Office,27,3
PID0764,P_Description0764,Living Room,36,1
PID0765,P_Description0765,Dining Room,30,2
PID0766,P_Description0766,Bedroom,33,4
PID0767,P_Description0767,Living Room,19,2
PID0768,P_Description0768,Office,35,4
PID0769,P_Description0769,Office,6,4
PID0770,P_Description0770,Bedroom,38,3
PID0771,P_Description0771,Dining Room,11,5
PID0772,P_Description0772,Bedroom,15,1
PID0773,P_Description0773,Living Room,33,2
PID0774,P_Description0774,Bedroom,2,5
PID0775,P_Description0775,Kitchen,28,3
PID0776,P_Description0776,Bedroom,40,2
PID0777,P_Description0777,Kitchen,23,2
PID0778,P_Description0778,Kitchen,36,4
PID0779,P_Description0779,Dining Room,37,5
PID0780,P_Description0780,Office,21,5
PID0781,P_Description0781,Bedroom,0,2
PID0782,P_Description0782,Bedroom,4,4
PID0783,P_Description0783,Dining Room,15,4
PID0784,P_Description0784,Office,28,5
PID0785,P_Description0785,Office,34,4
PID0786,P_Description0786,Living Room,25,1
PID0787,P_Description0787,Office,34,5
PID0788,P_Description0788,Dining Room,31,4
PID0789,P_Description0789,Office,21,3
PID0790,P_Description0790,Bedroom,37,5
PID0791,P_Description0791,Living Room,16,3
PID0792,P_Description0792,Dining Room,18,2
PID0793,P_Description0793,Bedroom,14,3
PID0794,P_Description0794,Living Room,28,1
PID0795,P_Description0795,Dining Room,4,4
PID0796,P_Description0796,Bedroom,23,4
PID0797,P_Description0797,Bedroom,22,1
PID0798,P_Description0798,Bedroom,31,3
PID0799,P_Description0799,Living Room,35,5
PID0800,P_Description0800,Living Room,35,4
PID0801,P_Description0801,Living Room,18,5
PID0802,P_Description0802,Dining Room,4,2
PID0803,P_Description0803,Living Room,22,1
PID0804,P_Description0804,Bedroom,30,4
PID0805,P_Description0805,Bedroom,24,2
PID0806,P_Description0806,Living Room,7,2
PID0807,P_Description0807,Living Room,0,5
PID0808,P_Description0808,Living Room,10,2
PID0809,P_Description0809,Dining Room,37,3
PID0810,P_Description0810,Bedroom,39,4
PID0811,P_Description0811,Living Room,11,3
PID0812,P_Description0812,Kitchen,3,4
PID0813,P_Description0813,Living Room,22,2
PID0814,P_Description0814,Living Room,40,5
PID0815,P_Description0815,Kitchen,14,1
PID0816,P_Description0816,Office,38,5
PID0817,P_Description0817,Office,21,4
PID0818,P_Description0818,Office,1,1
PID0819,P_Description0819,Dining Room,37,5
PID0820,P_Description0820,Living Room,34,5
PID0821,P_Description0821,Dining Room,25,3
PID0822,P_Description0822,Living Room,28,2
PID0823,P_Description0823,Living Room,14,2
PID0824,P_Description0824,Office,27,3
PID0825,P_Description0825,Dining Room,1,3
PID0826,P_Description0826,Dining Room,4,3
PID0827,P_Description0827,Kitchen,29,2
PID0828,P_Description0828,Living Room,19,4
PID0829,P_Description0829,Living Room,10,3
PID0830,P_Description0830,Dining Room,16,4
PID0831,P_Description0831,Living Room,37,5
PID0832,P_Description0832,Living Room,27,1
PID0833,P_Description0833,Dining Room,21,4
PID0834,P_Description0834,Bedroom,15,4
PID0835,P_Description0835,Dining Room,17,2
PID0836,P_Description0836,Bedroom,31,1
PID0837,P_Description0837,Kitchen,2,4
PID0838,P_Description0838,Bedroom,37,1
PID0839,P_Description0839,Office,16,5
PID0840,P_Description0840,Living Room,7,2
PID0841,P_Description0841,Kitchen,27,4
PID0842,P_Description0842,Dining Room,15,1
PID0843,P_Description0843,Living Room,9,4
PID0844,P_Description0844,Office,4,3
PID0845,P_Description0845,Dining Room,0,5
PID0846,P_Description0846,Dining Room,32,1
PID0847,P_Description0847,Dining Room,27,4
PID0848,P_Description0848,Dining Room,28,5
PID0849,P_Description0849,Bedroom,23,1
PID0850,P_Description0850,Office,27,2
PID0851,P_Description0851,Dining Room,40,5
PID0852,P_Description0852,Office,4,2
PID0853,P_Description0853,Living Room,33,5
PID0854,P_Description0854,Kitchen,33,3
PID0855,P_Description0855,Bedroom,0,2
PID0856,P_Description0856,Living Room,16,1
PID0857,P_Description0857,Kitchen,21,3
PID0858,P_Description0858,Dining Room,15,1
PID0859,P_Description0859,Bedroom,11,4
PID0860,P_Description0860,Office,8,5
PID0861,P_Description0861,Dining Room,18,2
PID0862,P_Description0862,Kitchen,6,1
PID0863,P_Description0863,Bedroom,13,3
PID0864,P_Description0864,Bedroom,25,1
PID0865,P_Description0865,Office,35,5
PID0866,P_Description0866,Kitchen,17,2
PID0867,P_Description0867,Dining Room,33,3
PID0868,P_Description0868,Living Room,5,4
PID0869,P_Description0869,Kitchen,3,5
PID0870,P_Description0870,Office,18,2
PID0871,P_Description0871,Living Room,23,1
PID0872,P_Description0872,Bedroom,29,1
PID0873,P_Description0873,Kitchen,27,1
PID0874,P_Description0874,Kitchen,31,1
PID0875,P_Description0875,Office,30,4
PID0876,P_Description0876,Kitchen,34,1
PID0877,P_Description0877,Kitchen,17,5
PID0878,P_Description0878,Dining Room,32,3
PID0879,P_Description0879,Bedroom,39,1
PID0880,P_Description0880,Living Room,35,5
PID0881,P_Description0881,Living Room,30,3
PID0882,P_Description0882,Dining Room,13,3
PID0883,P_Description0883,Bedroom,30,4
PID0884,P_Description0884,Office,12,4
PID0885,P_Description0885,Kitchen,35,4
PID0886,P_Description0886,Living Room,32,5
PID0887,P_Description0887,Dining Room,7,1
PID0888,P_Description0888,Living Room,31,1
PID0889,P_Description0889,Living Room,35,2
PID0890,P_Description0890,Bedroom,29,4
PID0891,P_Description0891,Dining Room,33,3
PID0892,P_Description0892,Office,3,3
PID0893,P_Description0893,Bedroom,0,2
PID0894,P_Description0894,Kitchen,7,4
PID0895,P_Description0895,Dining Room,26,4
PID0896,P_Description0896,Bedroom,26,2
PID0897,P_Description0897,Kitchen,13,2
PID0898,P_Description0898,Bedroom,34,5
PID0899,P_Description0899,Living Room,27,1
PID0900,P_Description0900,Office,29,2
PID0901,P_Description0901,Kitchen,20,5
PID0902,P_Description0902,Office,17,3
PID0903,P_Description0903,Kitchen,33,2
PID0904,P_Description0904,Kitchen,9,2
PID0905,P_Description0905,Living Room,23,5
PID0906,P_Description0906,Office,24,5
PID0907,P_Description0907,Dining Room,27,4
PID0908,P_Description0908,Bedroom,25,3
PID0909,P_Description0909,Dining Room,32,2
PID0910,P_Description0910,Living Room,1,2
PID0911,P_Description0911,Dining Room,28,5
PID0912,P_Description0912,Office,32,3
PID0913,P_Description0913,Dining Room,34,3
PID0914,P_Description0914,Kitchen,38,5
PID0915,P_Description0915,Dining Room,34,4
PID0916,P_Description0916,Bedroom,37,5
PID0917,P_Description0917,Living Room,22,4
PID0918,P_Description0918,Bedroom,1,1
PID0919,P_Description0919,Office,30,2
PID0920,P_Description0920,Kitchen,13,1
PID0921,P_Description0921,Kitchen,20,1
PID0922,P_Description0922,Living Room,28,5
PID0923,P_Description0923,Living Room,4,2
PID0924,P_Description0924,Dining Room,14,3
PID0925,P_Description0925,Office,38,4
PID0926,P_Description0926,Dining Room,14,3
PID0927,P_Description0927,Office,27,4
PID0928,P_Description0928,Kitchen,26,5
PID0929,P_Description0929,Dining Room,20,5
PID0930,P_Description0930,Dining Room,18,3
PID0931,P_Description0931,Office,20,5
PID0932,P_Description0932,Dining Room,37,4
PID0933,P_Description0933,Office,27,2
PID0934,P_Description0934,Office,40,3
PID0935,P_Description0935,Kitchen,30,1
PID0936,P_Description0936,Living Room,33,3
PID0937,P_Description0937,Dining Room,0,3
PID0938,P_Description0938,Office,33,4
PID0939,P_Description0939,Kitchen,16,5
PID0940,P_Description0940,Living Room,23,3
PID0941,P_Description0941,Office,2,4
PID0942,P_Description0942,Living Room,39,5
PID0943,P_Description0943,Office,9,4
PID0944,P_Description0944,Dining Room,10,2
PID0945,P_Description0945,Office,4,4
PID0946,P_Description0946,Kitchen,1,5
PID0947,P_Description0947,Office,0,4
PID0948,P_Description0948,Dining Room,18,5
PID0949,P_Description0949,Bedroom,0,3
PID0950,P_Description0950,Living Room,7,1
PID0951,P_Description0951,Bedroom,22,3
PID0952,P_Description0952,Bedroom,2,4
PID0953,P_Description0953,Dining Room,25,1
PID0954,P_Description0954,Living Room,11,3
PID0955,P_Description0955,Bedroom,17,1
PID0956,P_Description0956,Living Room,9,3
PID0957,P_Description0957,Office,2,5
PID0958,P_Description0958,Bedroom,15,2
PID0959,P_Description0959,Living Room,38,5
PID0960,P_Description0960,Kitchen,8,5
PID0961,P_Description0961,Dining Room,13,2
PID0962,P_Description0962,Living Room,1,5
PID0963,P_Description0963,Dining Room,24,1
PID0964,P_Description0964,Kitchen,31,3
PID0965,P_Description0965,Office,14,5
PID0966,P_Description0966,Bedroom,5,1
PID0967,P_Description0967,Living Room,9,4
PID0968,P_Description0968,Office,4,2
PID0969,P_Description0969,Office,18,4
PID0970,P_Description0970,Kitchen,20,1
PID0971,P_Description0971,Living Room,36,3
PID0972,P_Description0972,Dining Room,1,2
PID0973,P_Description0973,Living Room,37,3
PID0974,P_Description0974,Bedroom,30,2
PID0975,P_Description0975,Living Room,17,4
PID0976,P_Description0976,Office,21,5
PID0977,P_Description0977,Bedroom,2,1
PID0978,P_Description0978,Bedroom,31,4
PID0979,P_Description0979,Dining Room,30,4
PID0980,P_Description0980,Dining Room,9,2
PID0981,P_Description0981,Dining Room,1,4
PID0982,P_Description0982,Office,15,1
PID0983,P_Description0983,Living Room,15,1
PID0984,P_Description0984,Living Room,34,4
PID0985,P_Description0985,Office,12,5
PID0986,P_Description0986,Bedroom,12,1
PID0987,P_Description0987,Kitchen,16,2
PID0988,P_Description0988,Office,12,1
PID0989,P_Description0989,Living Room,39,1
PID0990,P_Description0990,Office,40,1
PID0991,P_Description0991,Dining Room,22,4
PID0992,P_Description0992,Kitchen,18,3
PID0993,P_Description0993,Office,7,3
PID0994,P_Description0994,Dining Room,14,4
PID0995,P_Description0995,Kitchen,27,1
PID0996,P_Description0996,Kitchen,39,3
PID0997,P_Description0997,Living Room,29,3
PID0998,P_Description0998,Kitchen,37,4
PID0999,P_Description0999,Dining Room,15,5
PID1000,P_Description1000,Office,7,2
PID1001,P_Description1001,Kitchen,30,2
PID1002,P_Description1002,Living Room,33,2
PID1003,P_Description1003,Dining Room,21,5
PID1004,P_Description1004,Living Room,29,3
PID1005,P_Description1005,Dining Room,38,4
PID1006,P_Description1006,Kitchen,35,1
PID1007,P_Description1007,Bedroom,5,5
PID1008,P_Description1008,Kitchen,33,1
PID1009,P_Description1009,Bedroom,6,2
PID1010,P_Description1010,Kitchen,33,5
PID1011,P_Description1011,Office,34,3
PID1012,P_Description1012,Living Room,5,5
PID1013,P_Description1013,Dining Room,14,3
PID1014,P_Description1014,Dining Room,21,4
PID1015,P_Description1015,Office,13,3
PID1016,P_Description1016,Kitchen,2,2
PID1017,P_Description1017,Dining Room,20,2
PID1018,P_Description1018,Office,21,2
PID1019,P_Description1019,Kitchen,18,2
PID1020,P_Description1020,Kitchen,15,5
PID1021,P_Description1021,Bedroom,30,3
PID1022,P_Description1022,Kitchen,11,1
PID1023,P_Description1023,Kitchen,1,3
PID1024,P_Description1024,Office,35,2
PID1025,P_Description1025,Dining Room,18,2
PID1026,P_Description1026,Kitchen,34,4
PID1027,P_Description1027,Bedroom,35,4
PID1028,P_Description1028,Office,33,1
PID1029,P_Description1029,Living Room,15,3
PID1030,P_Description1030,Dining Room,11,5
PID1031,P_Description1031,Office,24,1
PID1032,P_Description1032,Office,12,3
PID1033,P_Description1033,Kitchen,8,4
PID1034,P_Description1034,Bedroom,6,5
PID1035,P_Description1035,Dining Room,32,5
PID1036,P_Description1036,Bedroom,23,4
PID1037,P_Description1037,Dining Room,25,2
PID1038,P_Description1038,Office,28,2
PID1039,P_Description1039,Bedroom,7,2
PID1040,P_Description1040,Kitchen,13,5
PID1041,P_Description1041,Kitchen,12,2
PID1042,P_Description1042,Office,17,5
PID1043,P_Description1043,Office,36,2
PID1044,P_Description1044,Kitchen,7,1
PID1045,P_Description1045,Dining Room,26,2
PID1046,P_Description1046,Bedroom,11,2
PID1047,P_Description1047,Living Room,21,2
PID1048,P_Description1048,Dining Room,18,5
PID1049,P_Description1049,Kitchen,0,2
PID1050,P_Description1050,Dining Room,36,4
PID1051,P_Description1051,Office,5,1
PID1052,P_Description1052,Dining Room,9,2
PID1053,P_Description1053,Bedroom,36,3
PID1054,P_Description1054,Office,23,1
PID1055,P_Description1055,Kitchen,24,3
PID1056,P_Description1056,Living Room,27,4
PID1057,P_Description1057,Kitchen,10,4
PID1058,P_Description1058,Office,21,1
PID1059,P_Description1059,Dining Room,39,1
PID1060,P_Description1060,Bedroom,31,2
PID1061,P_Description1061,Kitchen,26,4
PID1062,P_Description1062,Bedroom,23,3
PID1063,P_Description1063,Kitchen,1,1
PID1064,P_Description1064,Living Room,14,3
PID1065,P_Description1065,Living Room,4,1
PID1066,P_Description1066,Office,12,3
PID1067,P_Description1067,Kitchen,25,1
PID1068,P_Description1068,Living Room,22,5
PID1069,P_Description1069,Dining Room,32,3
PID1070,P_Description1070,Office,3,4
PID1071,P_Description1071,Living Room,1,5
PID1072,P_Description1072,Office,15,1
PID1073,P_Description1073,Kitchen,32,2
PID1074,P_Description1074,Living Room,35,3
PID1075,P_Description1075,Living Room,26,3
PID1076,P_Description1076,Kitchen,6,5
PID1077,P_Description1077,Office,8,2
PID1078,P_Description1078,Kitchen,21,5
PID1079,P_Description1079,Living Room,13,3
PID1080,P_Description1080,Dining Room,17,3
PID1081,P_Description1081,Kitchen,8,1
PID1082,P_Description1082,Dining Room,8,1
PID1083,P_Description1083,Kitchen,9,3
PID1084,P_Description1084,Bedroom,25,2
PID1085,P_Description1085,Office,7,1
PID1086,P_Description1086,Office,16,3
PID1087,P_Description1087,Bedroom,23,2
PID1088,P_Description1088,Kitchen,28,5
PID1089,P_Description1089,Kitchen,30,3
PID1090,P_Description1090,Dining Room,26,3
PID1091,P_Description1091,Dining Room,28,3
